,created_at,pm25_air,pm10_air,co_air,no2_air,PM2.5,PM10,NO2,CO,Temp,RH,WS
681,30-10-2020 02:00,89.5,120,2,49.095,71.75,126.5,47.98,0.55,29.6,71.75,0.3
682,30-10-2020 03:00,89.5,119,2,48.925,72.5,129.75,42.42,0.52,29.62,71.75,0.3
683,30-10-2020 04:00,91.5,121.5,2,48.08,67.75,123.25,40.5,0.44,29.8,73.25,0.3
684,30-10-2020 05:00,93,121.5,2,48.62,65.75,114.75,39,0.5,29.6,76.5,0.3
685,30-10-2020 06:00,95,128.5,2,48.115,66,118.5,42.2,0.5,29.5,73.75,0.3
686,30-10-2020 07:00,100,133,2,49.02,77,129.75,37.65,0.53,29.5,77.5,0.3
687,30-10-2020 08:00,101.5,141.5,2,50.09,75.5,131.25,44.05,0.59,29.58,74.5,0.3
688,30-10-2020 09:00,100.5,154.5,2.5,50.92,79.25,163.5,78.65,0.6,29.5,65.25,0.32
689,30-10-2020 10:00,93,129.5,2,45.025,77,184.5,68.28,0.62,29.6,60.25,0.5
690,30-10-2020 11:00,73,104.5,1.5,37.44,74.75,170.75,46.95,0.47,29.95,53,1.4
691,30-10-2020 12:00,68.5,99,1.5,28.67,67.25,138,37.95,0.38,30,49.25,1.82
692,30-10-2020 13:00,71.5,98,2.5,32.515,66.5,124,29.6,0.53,30,48.25,1.9
693,30-10-2020 14:00,70.5,96.5,1.5,26.825,71.5,127.75,30.73,0.49,29.83,48,1.55
694,30-10-2020 15:00,76.5,103.5,2,36.22,75.25,133.75,29.67,0.48,29.85,49.25,1.77
695,30-10-2020 16:00,77,104.5,2,40.635,81,144.25,29.75,0.44,29.75,50,2.17
696,30-10-2020 17:00,78.5,111,1.5,43.88,78.5,147.75,30.7,0.32,29.62,51,1.47
697,30-10-2020 18:00,82.5,115.5,2,48.445,81.25,169.25,31.57,0.4,29.67,53.5,1.23
698,30-10-2020 19:00,90,121.5,1.5,50.73,83,178.5,35.85,0.49,29.6,55.75,0.68
699,30-10-2020 20:00,97,131,2,50.525,75.75,172.25,44.25,0.62,29.5,58.5,0.42
700,30-10-2020 21:00,98.5,133,2,51.89,74.25,184.75,46.82,0.57,29.5,61.75,0.32
701,30-10-2020 22:00,97,131,2,51.555,81,180.75,46.28,0.6,29.4,64,0.3
702,30-10-2020 23:00,101,136,2,51.11,79.5,172,47.55,0.61,29.42,66.75,0.3
703,31-10-2020 00:00,105.5,145,2,51.27,78,176,54.15,0.64,29.4,67.75,0.3
704,31-10-2020 01:00,113,158.5,2,49.73,84,178.75,54.55,0.72,29.4,71,0.3
705,31-10-2020 02:00,116,162.5,2,49.16,77.75,172.75,47.92,0.66,29.42,76,0.3
706,31-10-2020 03:00,117,163.5,2,49.225,84,157,41.95,0.58,29.52,78.5,0.3
707,31-10-2020 04:00,115,162,2.5,48.585,78,158.5,39.73,0.52,29.77,76.25,0.3
708,31-10-2020 05:00,112.5,152.5,2,48.43,79.25,158.75,39.07,0.46,29.5,74,0.3
709,31-10-2020 06:00,113,153.5,2,48.35,83.75,147,35.95,0.44,29.4,75,0.3
710,31-10-2020 07:00,114.5,158.5,2,48.135,86,149.75,37.12,0.43,29.4,77.25,0.3
711,31-10-2020 08:00,111.5,153.5,2,48.79,84.5,155.25,41.73,0.54,29.4,71.5,0.3
712,31-10-2020 09:00,105.5,146,2,48.7,78.75,177.5,46.95,0.64,29.45,62,0.32
713,31-10-2020 10:00,104,156.5,2,44.645,76,187.5,41.75,0.62,29.52,56.25,0.62
714,31-10-2020 11:00,84,122,1.5,42.35,77.25,176.5,35.58,0.52,29.88,52.5,1.25
715,31-10-2020 12:00,82,110.5,1.5,39.55,73.25,145.75,33.15,0.45,30,52,1.77
716,31-10-2020 13:00,77.5,107,2,43.15,74.75,140.75,28.27,0.46,30.15,50,1.55
717,31-10-2020 14:00,77.5,105.5,2,38.875,69.75,145,29.12,0.4,29.73,48.75,2.05
718,31-10-2020 15:00,69,99.5,1.5,35.93,72.25,139.25,31.27,0.38,29.73,48,1.85
719,31-10-2020 16:00,70,101,1.5,40.975,63.5,131.25,28.5,0.4,29.6,48.75,2.55
720,31-10-2020 17:00,75,106.5,1.5,44,64.5,138.5,29.7,0.51,29.65,51,1.78
721,31-10-2020 18:00,83.5,119,2,44.235,74.5,164.75,35.8,0.58,29.58,55.75,0.75
722,31-10-2020 19:00,88,124,2,46.5,81.75,182,41.9,0.68,29.58,59.5,0.32
723,31-10-2020 20:00,89,128,2,51.1,82.25,175.25,47.08,0.84,29.48,59.75,0.35
724,31-10-2020 21:00,94,136,2,52.015,85,181.25,49.6,0.93,29.5,62,0.3
725,31-10-2020 22:00,92.5,137,2,51.285,79.75,177.25,50.67,0.96,29.52,63.5,0.3
726,31-10-2020 23:00,86.5,128,2,52.055,76.25,173.75,46.48,0.82,29.52,61.75,0.3
