"","timestamp","pm25_air","pm10_air","co_air","no2_air","PM2.5","PM10","CO","NO2"
"1","01-11-2020 01:00",79.5,123,2,50.405,74.75,168.5,0.53,39.92
"2","01-11-2020 02:00",79.5,119,2,49.66,76.75,151.5,0.48,37.65
"3","01-11-2020 03:00",82,120,2,49.335,67.5,132.25,0.46,36.92
"4","01-11-2020 04:00",81.5,123.5,2,46.32,69.5,137.75,0.45,36.98
"5","01-11-2020 05:00",87,124.5,2,44.875,72,147.25,0.56,35.65
"6","01-11-2020 06:00",98,141,2,45.54,75,143.5,0.63,41.77
"7","01-11-2020 07:00",110,182,2,47.5,77.25,176.75,0.73,44.62
"8","01-11-2020 08:00",96,155.5,2,46.775,84.75,183.25,0.72,47
"9","01-11-2020 09:00",91,139.5,2,48.195,83.25,184.5,0.66,44.97
"10","01-11-2020 10:00",82,127.5,2,45.12,72,178,0.68,40.32
"11","01-11-2020 11:00",70,109.5,2,41.94,69.75,172.25,0.55,34.4
"12","01-11-2020 12:00",64,103,2,38.065,62,142.75,0.52,35.2
"13","01-11-2020 13:00",59.5,97,1.5,34.755,56.5,127.5,0.5,31.65
"14","01-11-2020 14:00",61,99,2,31.765,51.5,116.5,0.47,33.42
"15","01-11-2020 15:00",60,97.5,2,32.095,57.5,130.5,0.47,33.05
"16","01-11-2020 16:00",59,97,1.5,37.31,54,123,0.45,30.3
"17","01-11-2020 17:00",61,99,2,42.57,57.5,125.5,0.48,30.08
"18","01-11-2020 18:00",64,107,2,45.795,60.75,137.75,0.55,33.02
"19","01-11-2020 19:00",69.5,115,2,48.47,67.25,155.5,0.65,37.77
"20","01-11-2020 20:00",79.5,125.5,2,47.88,73.75,167.5,0.83,43.25
"21","01-11-2020 21:00",84,130.5,2,48,80,172.75,0.86,44.5
"22","01-11-2020 22:00",83.5,129,2,50.905,74.5,178,0.8,42.48
"23","01-11-2020 23:00",84,128,2,51.805,78,185.25,0.76,40.08
"24","02-11-2020 00:00",84,127,2,51.8,83.75,177.25,0.7,41.25
"25","02-11-2020 01:00",84.5,126,2,50.105,80.75,165.25,0.65,38.32
"26","02-11-2020 02:00",89.5,130,2,49.73,75.5,153.75,0.63,39.85
"27","02-11-2020 03:00",99,155,2,49.555,81.75,160.75,0.67,44.6
"28","02-11-2020 04:00",121,209.5,2,48.075,85.25,181.75,0.73,56.33
"29","02-11-2020 05:00",122.5,208.5,2,46.1,81.5,174.25,0.64,53.6
"30","02-11-2020 06:00",124,204.5,2,43.87,84.75,176,0.62,45.05
"31","02-11-2020 07:00",124.5,203,2,44.705,79.25,184.25,0.7,49.52
"32","02-11-2020 08:00",122,189,2,47.2,75.25,176.5,0.81,51.5
"33","02-11-2020 09:00",108.5,163.5,2,45.9,77.25,184.5,0.71,46.35
"34","02-11-2020 10:00",93.5,145,2,47.275,73.75,179.5,0.71,48.5
"35","02-11-2020 11:00",82,119,2,45.13,77.75,185.25,0.54,41.08
"36","02-11-2020 12:00",71.5,109.5,1.5,39.23,72.75,173.75,0.44,40.2
"37","02-11-2020 13:00",68.5,101.5,1.5,31.15,69.75,149.75,0.53,33
"38","02-11-2020 14:00",56.5,91.5,1,31.785,67.75,127,0.42,31.27
"39","02-11-2020 15:00",51.5,86,2.5,32.585,55,104.25,0.37,31.23
"40","02-11-2020 16:00",54,89,1.5,35.84,56.75,102.5,0.39,30.2
"41","02-11-2020 17:00",55,90.5,2,41.265,61.75,116,0.53,26.48
"42","02-11-2020 18:00",63,100.5,1.5,40.34,63.5,131.75,0.63,30
"43","02-11-2020 19:00",79.5,114.5,2,49.37,74.75,158,0.77,38.12
"44","02-11-2020 20:00",85.5,122.5,2,49,84,176.25,0.81,39.73
"45","02-11-2020 21:00",90.5,127,2,49.025,77.75,178.75,0.69,40.78
"46","02-11-2020 22:00",102,157.5,2.5,47.425,78.5,183,0.71,42.12
"47","02-11-2020 23:00",85,121,2,48.025,82,176.5,0.66,39.88
"48","03-11-2020 00:00",85.5,122.5,2,48.64,80.75,169,0.62,43.9
"49","03-11-2020 01:00",96,142,2,49.46,83.75,178.5,0.55,45.53
"50","03-11-2020 02:00",92,130,2,51.12,78.5,178.25,0.47,44.02
"51","03-11-2020 03:00",93.5,129,2,48.46,82.5,167,0.45,37.38
"52","03-11-2020 04:00",99.5,136.5,2,47.73,81.25,152.5,0.48,35.23
"53","03-11-2020 05:00",99.5,137,2,47.98,80.25,161.25,0.51,34.08
"54","03-11-2020 06:00",99.5,139,2,46.795,77.75,157,0.51,35.12
"55","03-11-2020 07:00",114,169,2,46.06,85.75,166.25,0.62,45.53
"56","03-11-2020 08:00",128.5,197.5,2,50.815,83.5,182.75,0.71,50.65
"57","03-11-2020 09:00",117,178.5,2,51.26,77.75,179,0.65,43.38
"58","03-11-2020 10:00",104,156.5,2,46.965,76.75,184,0.66,43.08
"59","03-11-2020 11:00",91.5,133,2,44.115,82.75,172.5,0.59,39.15
"60","03-11-2020 12:00",86,121,2,41.48,78,174.5,0.29,36.55
"61","03-11-2020 13:00",76,109.5,2,38.795,82.5,168.75,0.38,31.27
"62","03-11-2020 14:00",74,106,2,37.705,78,145.5,0.35,25.68
"63","03-11-2020 15:00",75,106.5,1.5,33.7,77.75,144.25,0.4,27.43
"64","03-11-2020 16:00",74.5,106.5,1.5,40.955,78,155.25,0.36,32.6
"65","03-11-2020 17:00",72.5,107,1.5,44.975,80,158.5,0.54,33.12
"66","03-11-2020 18:00",79.5,118.5,2,47.515,79,164.75,0.62,37.55
"67","03-11-2020 19:00",89,128.5,2,48.775,82.5,184.5,0.75,39.7
"68","03-11-2020 20:00",89,131.5,2,47.135,78,175.25,0.81,39.45
"69","03-11-2020 21:00",89,132,5,47.275,84.25,180,0.8,39.08
"70","03-11-2020 22:00",86,127.5,2,49.64,78.75,181,0.79,40
"71","03-11-2020 23:00",82,126,2,48.7,84.75,174.5,0.72,38.08
"72","04-11-2020 00:00",87,130.5,2,48,80,172.25,0.68,37.45
"73","04-11-2020 01:00",89,132.5,2,48.265,85.75,169.5,0.52,39.95
"74","04-11-2020 02:00",90.5,135.5,2,50.185,84.75,170,0.51,42.48
"75","04-11-2020 03:00",93,136,2,49.655,81.5,171.5,0.54,46.27
"76","04-11-2020 04:00",93.5,133.5,2,46.345,76.25,156.75,0.49,39.67
"77","04-11-2020 05:00",110.5,174.5,2,46.26,83.25,160.25,0.57,44.4
"78","04-11-2020 06:00",121.5,193.5,2,47.815,83.75,181,0.59,55.73
"79","04-11-2020 07:00",121,195,2.5,49.885,80.5,180.25,0.67,62.77
"80","04-11-2020 08:00",120.5,208,2,47.965,74.25,185.5,0.85,61.77
"81","04-11-2020 09:00",107.5,178,2,48.595,79.5,180.75,0.85,54.67
"82","04-11-2020 10:00",86.5,141,2,47.92,84.75,178.5,0.78,49.15
"83","04-11-2020 11:00",58,101,2,44.475,79.25,171,0.58,39.25
"84","04-11-2020 12:00",53.5,94,2,35.495,54.75,155.5,0.47,34.85
"85","04-11-2020 13:00",53,91,2,36.22,47.5,131.5,0.48,30.27
"86","04-11-2020 14:00",52.5,88.5,2,33.41,38.25,115,0.41,31.9
"87","04-11-2020 15:00",55,93.5,2,36.37,43.75,109.5,0.42,32.03
"88","04-11-2020 16:00",57,96,2,37.88,48.75,121.25,0.43,33.5
"89","04-11-2020 17:00",56.5,98,2,41.91,50.75,128.75,0.4,34.75
"90","04-11-2020 18:00",58,105.5,2,45.675,60.25,148.5,0.48,43.25
"91","04-11-2020 19:00",60,106,2,49.89,66,172,0.59,55.05
"92","04-11-2020 20:00",62.5,111.5,2,49.595,73,168.25,0.69,49.53
"93","04-11-2020 21:00",62,111.5,2,49.67,74.5,172,0.75,50.27
"94","04-11-2020 22:00",66.5,114,2.5,50.545,71.25,162.5,0.72,45.85
"95","04-11-2020 23:00",77,130.5,2,51.215,78,167,0.8,49.92
"96","05-11-2020 00:00",73.5,127.5,2,50,86.25,184.5,0.77,51.28
"97","05-11-2020 01:00",77.5,131,2,49.395,82.5,183.25,0.64,48.33
"98","05-11-2020 02:00",71.5,122.5,2,48.53,77.75,177,0.61,47.48
"99","05-11-2020 03:00",70,119,2,48.52,75.25,152,0.55,44.42
"100","05-11-2020 04:00",69,116,2,47.925,70,136,0.53,44.08
"101","05-11-2020 05:00",71,120,2,47.11,72,131.75,0.54,43.98
"102","05-11-2020 06:00",76.5,124,2,47.545,77,158.5,0.55,48.77
"103","05-11-2020 07:00",74.5,121,2,50.585,74.25,165.25,0.58,49.83
"104","05-11-2020 08:00",63.5,113,2,51.5,72.25,155.5,0.61,46.08
"105","05-11-2020 09:00",65.5,118.5,2,51.105,66.25,165.75,0.78,54.95
"106","05-11-2020 10:00",47,90.5,2,47.895,66.25,166.25,0.6,44.9
"107","05-11-2020 11:00",43.5,84.5,2,37.62,44.75,111.25,0.42,36.42
"108","05-11-2020 12:00",42,82,2,34.365,40,97.5,0.37,36.45
"109","05-11-2020 13:00",43.5,82.5,1,35.36,37.25,98.5,0.27,34.17
"110","05-11-2020 14:00",45,83,1.5,28.57,38.5,97.5,0.23,34.77
"111","05-11-2020 15:00",45,82.5,2,24.055,40.75,96.75,0.23,33.45
"112","05-11-2020 16:00",45,83.5,2,29.665,41.75,92.25,0.24,35.6
"113","05-11-2020 17:00",46,87,3,42.755,41.75,104.25,0.41,36.65
"114","05-11-2020 18:00",48,136,2,46.04,52.5,130.75,0.51,43.33
"115","05-11-2020 19:00",55,106.5,2,49.545,56.25,167.5,0.62,47.25
"116","05-11-2020 20:00",58,113.5,2,51.775,74.25,179.5,0.8,54.05
"117","05-11-2020 21:00",54.5,105.5,2,52.11,78,175.25,0.69,49.03
"118","05-11-2020 22:00",53.5,103.5,2,49.73,68.75,171,0.63,46.5
"119","05-11-2020 23:00",54.5,103.5,2,51.745,66.25,153.25,0.59,44.75
"120","06-11-2020 00:00",57.5,107,2,51.35,62.5,146,0.55,47.23
"121","06-11-2020 01:00",55.5,104,2,50.33,66.75,147.5,0.45,43.6
"122","06-11-2020 02:00",57.5,106,2,49.88,65.75,140.5,0.47,50.38
"123","06-11-2020 03:00",61,106.5,2,49.455,64,131.5,0.46,52.98
"124","06-11-2020 04:00",56.5,102.5,2,48.055,60.25,127.25,0.4,44.95
"125","06-11-2020 05:00",59,103.5,2,47.41,58.75,126.5,0.41,43.53
"126","06-11-2020 06:00",52,97,2,46,59.25,121.5,0.39,34.8
"127","06-11-2020 07:00",53,96.5,2,47.155,54,118.75,0.45,38.52
"128","06-11-2020 08:00",55.5,104,2,48.5,55.5,121,0.51,51.22
"129","06-11-2020 09:00",54.5,105,2,46.965,60,144,0.49,58.8
"130","06-11-2020 10:00",53,103.5,2,47.315,59.75,157.5,0.47,55.85
"131","06-11-2020 11:00",57,100.5,2,47.115,59.25,149.5,0.58,49.7
"132","06-11-2020 12:00",65,102.5,6,45.115,62,138.5,0.59,44.95
"133","06-11-2020 13:00",70.5,106,6.5,47.425,68.25,137,0.56,39.2
"134","06-11-2020 14:00",78.5,111,7,47.57,68,134.75,0.57,36.92
"135","06-11-2020 15:00",80.5,109,2,47.725,66.75,127.5,0.6,34.72
"136","06-11-2020 16:00",81.5,109,2,45.355,69.25,123.25,0.64,33.73
"137","06-11-2020 17:00",83.5,111.5,2,45.405,62.75,117,0.7,33.83
"138","06-11-2020 18:00",90,119,2,46.655,68,125,0.79,39.42
"139","06-11-2020 19:00",96.5,131.5,2,46.045,72.5,138.75,0.97,48.35
"140","06-11-2020 20:00",97.5,133.5,2,47.08,85.75,164,1.09,53.3
"141","06-11-2020 21:00",98.5,135.5,2,47,85.25,170,0.98,47.38
"142","06-11-2020 22:00",103.5,141.5,2,48.14,84.25,171.25,0.96,47.77
"143","06-11-2020 23:00",107,144.5,2,49.455,77.25,172,0.89,48.62
"144","07-11-2020 00:00",111,151,2,51.225,73.25,162.75,0.87,47.17
"145","07-11-2020 01:00",113.5,153.5,2,53.4,79.25,161.25,0.72,40.8
"146","07-11-2020 02:00",115,156.5,1.5,49.49,86.25,157.75,0.67,35.85
"147","07-11-2020 03:00",115,154.5,2,48.725,83.25,152.75,0.63,34.35
"148","07-11-2020 04:00",107,140.5,2,47.045,75.25,147.75,0.58,33.3
"149","07-11-2020 05:00",106.5,141,2,47.215,83.5,144,0.56,33.42
"150","07-11-2020 06:00",103.5,137.5,2,47.815,80.5,143,0.54,33.6
"151","07-11-2020 07:00",95,129,2,47.98,83.25,140.5,0.54,35.38
"152","07-11-2020 08:00",90.5,125,2,48.825,78.25,142.75,0.6,38.53
"153","07-11-2020 09:00",79,119,2,47.36,79.25,149,0.54,40.62
"154","07-11-2020 10:00",74.5,114.5,2,47.34,78.75,162,0.54,40.97
"155","07-11-2020 11:00",78,117,2,47.985,75.25,165.25,0.6,41.15
"156","07-11-2020 12:00",78.5,112,2,44.115,75.5,163.25,0.57,36.9
"157","07-11-2020 13:00",78,108,2,42.62,72.25,150.75,0.51,31.82
"158","07-11-2020 14:00",76.5,106,1.5,45.18,67.75,135.25,0.46,32.38
"159","07-11-2020 15:00",76.5,104,2,39.975,68.75,126,0.43,30.38
"160","07-11-2020 16:00",77,105,1.5,42.695,65.75,122.25,0.43,31.05
"161","07-11-2020 17:00",86,115.5,2,43.475,69.75,126.5,0.48,31.6
"162","07-11-2020 18:00",93.5,126,2,46.91,76,150.25,0.54,33.72
"163","07-11-2020 19:00",98.5,135.5,2,46.6,80.5,169.25,0.71,43.23
"164","07-11-2020 20:00",96.5,133.5,2,47.07,85,186.75,0.79,44.92
"165","07-11-2020 21:00",88,123,2,47,85.25,179,0.73,41.05
"166","07-11-2020 22:00",75.5,112.5,2,47,82.5,162.75,0.6,38.1
"167","07-11-2020 23:00",73.5,112.5,2,48.17,73.5,152.75,0.57,40.97
"168","08-11-2020 00:00",73.5,116,2,49.38,79,162.25,0.52,45.42
"169","08-11-2020 01:00",63,105.5,2,51.1,78.25,159,0.33,38.25
"170","08-11-2020 02:00",60.5,102,2,48.355,65.5,135.5,0.27,38.62
"171","08-11-2020 03:00",67,106.5,2,49.105,62.25,127.5,0.25,38.38
"172","08-11-2020 04:00",67.5,108.5,2,49.945,66.5,125.25,0.23,39.1
"173","08-11-2020 05:00",64,106,2,48.715,66.25,123.75,0.23,37.43
"174","08-11-2020 06:00",70,110.5,2,48.48,61.25,125.25,0.24,47.25
"175","08-11-2020 07:00",75.5,117,4,52.25,65,127.25,0.3,59.52
"176","08-11-2020 08:00",83,127.5,2,49.005,76.25,145,0.37,55.8
"177","08-11-2020 09:00",81.5,126,2,46.7,81.75,164.75,0.49,45.4
"178","08-11-2020 10:00",74,115,2,45.215,NA,NA,NA,NA
"179","08-11-2020 11:00",61,100,1,47.235,NA,NA,NA,NA
"180","08-11-2020 12:00",57,93,2,47.005,56,106,0.37,NA
"181","08-11-2020 13:00",50.5,85,2,46.58,54.25,102.75,0.35,31.07
"182","08-11-2020 14:00",49,85,2,42.605,49.25,93.75,0.31,34.05
"183","08-11-2020 15:00",48,82.5,2,31.44,49.75,94.25,0.27,31.8
"184","08-11-2020 16:00",45.5,80.5,2,31.5,49.25,88.75,0.24,31.53
"185","08-11-2020 17:00",43,78,2,39.08,46.75,87.25,0.15,28
"186","08-11-2020 18:00",46,85.5,2,41.815,38.75,88,0.21,30.95
"187","08-11-2020 19:00",53.5,98.5,2,47.93,49.5,109.5,0.39,38.47
"188","08-11-2020 20:00",60,105.5,2,50.265,66.5,149,0.53,44.2
"189","08-11-2020 21:00",64,110,2,50.985,68.25,157,0.54,41.5
"190","08-11-2020 22:00",67,109.5,2,49.385,69.75,157,0.5,39.4
"191","08-11-2020 23:00",59.5,101.5,2,47.93,69.5,133.75,0.4,35.83
"192","09-11-2020 00:00",57,98.5,2,49.665,60.5,113.5,0.34,33.42
"193","09-11-2020 01:00",56.5,96.5,2,50.43,54.5,100.75,0.36,29.62
"194","09-11-2020 02:00",59,99.5,2,46.625,51.75,103.25,0.34,30.88
"195","09-11-2020 03:00",64.5,103,2,47.4,58.5,103,0.34,28.38
"196","09-11-2020 04:00",76,113.5,2,48.21,64.25,101.5,0.38,29.23
"197","09-11-2020 05:00",87.5,127.5,2,48.39,70.5,114.25,0.44,34.33
"198","09-11-2020 06:00",96.5,147.5,2,48.16,76.5,146.75,0.46,35.45
"199","09-11-2020 07:00",111.5,187,2,49.26,74.75,174.25,0.6,53.27
"200","09-11-2020 08:00",111,196,2,51.375,82.25,185,0.65,64.28
"201","09-11-2020 09:00",112.5,193.5,2,49.22,81.75,179,0.59,62.65
"202","09-11-2020 10:00",91.5,135.5,2,46.825,87,181.25,0.5,47
"203","09-11-2020 11:00",76,115,2.5,45.09,81.5,175.25,0.38,38.67
"204","09-11-2020 12:00",68,105.5,2,43.79,63.25,131.5,0.3,39.3
"205","09-11-2020 13:00",63.5,103,2,45.525,58,113.25,0.46,35
"206","09-11-2020 14:00",61,97.5,2,37.465,58,105,0.41,33.67
"207","09-11-2020 15:00",63.5,100.5,1.5,31.345,56.5,98.25,0.35,33.72
"208","09-11-2020 16:00",72,110,2,34.36,55.25,111.75,0.37,33.27
"209","09-11-2020 17:00",76.5,116.5,1.5,42.095,65.5,136.25,0.35,32.55
"210","09-11-2020 18:00",84,128.5,2,46,70,154.25,0.45,37.12
"211","09-11-2020 19:00",92,143,2,46.84,77.75,173.25,0.62,48.62
"212","09-11-2020 20:00",100,160.5,3,47,76.25,181.75,0.81,58.92
"213","09-11-2020 21:00",104,165.5,2,47.215,81,179.25,0.92,58.88
"214","09-11-2020 22:00",104,164.5,2,47.65,77,184.25,0.82,54.75
"215","09-11-2020 23:00",102.5,160.5,2,47.975,82.75,184,0.8,54.47
"216","10-11-2020 00:00",102.5,160.5,2,49.86,82,173.75,0.79,55.67
"217","10-11-2020 01:00",102,157.5,2,48.985,79.75,180.75,0.58,44.97
"218","10-11-2020 02:00",103,160,2,48.15,74,182.25,0.51,39.8
"219","10-11-2020 03:00",103,160.5,2,47.265,77.25,173.5,0.5,36.25
"220","10-11-2020 04:00",102,156.5,2,47.36,76.75,179.25,0.48,32.23
"221","10-11-2020 05:00",98,146.5,2,46.58,74,169.75,0.58,31.62
"222","10-11-2020 06:00",101.5,156.5,2.5,46.385,79,160,0.6,31.65
"223","10-11-2020 07:00",100.5,155,2,47.5,84.75,173,0.66,36.98
"224","10-11-2020 08:00",100,160.5,2,47.295,82,185,0.68,40.58
"225","10-11-2020 09:00",99.5,157.5,2,45.43,78.5,184.25,0.65,43.05
"226","10-11-2020 10:00",90.5,134,4.5,45.095,85.25,177.75,0.64,37.1
"227","10-11-2020 11:00",81,120.5,2,46.52,79.5,157.75,0.58,34.12
"228","10-11-2020 12:00",79.5,117.5,2,45.69,67.5,136,0.53,28.75
"229","10-11-2020 13:00",74,113,2,44.545,63,131.5,0.56,32.7
"230","10-11-2020 14:00",71.5,108.5,2,44.695,62.5,115.75,0.52,34.15
"231","10-11-2020 15:00",69.5,106,2,42.365,59.5,109.25,0.51,34.1
"232","10-11-2020 16:00",68.5,106.5,2,43.235,54.25,111.75,0.46,33.75
"233","10-11-2020 17:00",69,111.5,2.5,42.955,53.5,119.25,0.43,34.15
"234","10-11-2020 18:00",71.5,118.5,2,45.71,61,135,0.57,44.75
"235","10-11-2020 19:00",80.5,134.5,1.5,50.665,73.25,164.75,0.74,54.78
"236","10-11-2020 20:00",91.5,146.5,2,51.15,80.25,175,0.91,59.52
"237","10-11-2020 21:00",92.5,143,2,52.125,73.75,180,0.66,48.38
"238","10-11-2020 22:00",90.5,136.5,2,49.59,80.75,173.25,0.55,41.38
"239","10-11-2020 23:00",90.5,139.5,2,48.925,86.25,165,0.53,43.53
"240","11-11-2020 00:00",93,142.5,2,49.865,86.5,174.5,0.5,46.45
"241","11-11-2020 01:00",93,144.5,2,50.78,84.25,173.5,0.59,46.9
"242","11-11-2020 02:00",95.5,148,2,49.94,80.5,164.75,0.61,44.08
"243","11-11-2020 03:00",98,153,2,50.03,76,161.75,0.6,44.55
"244","11-11-2020 04:00",102,163,2.5,50.34,77,166.25,0.61,46.08
"245","11-11-2020 05:00",106.5,174.5,2,52.305,78.75,173.5,0.53,48.3
"246","11-11-2020 06:00",108,175.5,2.5,53.44,77.25,172.75,0.54,50.77
"247","11-11-2020 07:00",105,168.5,2,50.2,83.75,162.75,0.57,46.95
"248","11-11-2020 08:00",110,182,2,49.5,82.25,159,0.75,55.22
"249","11-11-2020 09:00",104.5,182.5,2,48.235,80.75,177,0.89,61.7
"250","11-11-2020 10:00",78,121.5,2,47.695,80.5,166.75,0.71,45.95
"251","11-11-2020 11:00",70,112,2,48.1,69.5,132.5,0.69,45.35
"252","11-11-2020 12:00",50.5,87.5,2,46.61,54.75,112.75,0.59,44.45
"253","11-11-2020 13:00",47.5,84.5,2,48.015,39.75,83.25,0.42,39.4
"254","11-11-2020 14:00",38.5,70.5,2,46.69,32.5,76,0.38,39.12
"255","11-11-2020 15:00",37,66,2,44.835,30.25,68.25,0.35,37.45
"256","11-11-2020 16:00",36.5,67.5,2,44.06,28.5,63.5,0.36,34.92
"257","11-11-2020 17:00",35,65.5,2,45.825,30.25,64,0.34,33.42
"258","11-11-2020 18:00",36,73.5,1.5,48.74,30.75,65.75,0.41,38.5
"259","11-11-2020 19:00",43,84,2,50.355,35,85.25,0.64,53.7
"260","11-11-2020 20:00",50.5,95,2,51.255,51,106.25,0.85,63.07
"261","11-11-2020 21:00",49,93,2,52,51.75,116.5,0.84,54.23
"262","11-11-2020 22:00",49.5,93,2,50.02,45.75,102.25,0.78,51.35
"263","11-11-2020 23:00",49.5,94.5,2,50.855,46.5,109.25,0.66,51.58
"264","12-11-2020 00:00",47,90.5,3.5,50.595,40.5,106.5,0.55,47.93
"265","12-11-2020 01:00",49,93,2,51.055,NA,NA,NA,NA
"266","12-11-2020 02:00",51.5,95,2,50.65,NA,NA,NA,NA
"267","12-11-2020 03:00",51.5,91,2,51.23,NA,NA,NA,NA
"268","12-11-2020 04:00",49.5,86.5,2,48.025,NA,NA,NA,NA
"269","12-11-2020 05:00",42,77.5,2,47.345,NA,NA,NA,NA
"270","12-11-2020 06:00",42,79,2,45.425,NA,NA,NA,NA
"271","12-11-2020 07:00",76,114,2,45.61,42,72,0.49,43.5
"272","12-11-2020 08:00",40.5,72.5,2,51.19,38.75,67.5,0.48,36.2
"273","12-11-2020 09:00",25.5,54.5,2,50.135,27.5,53.25,0.42,33.68
"274","14-11-2020 20:00",41.5,81.5,2,51.59,23.5,50,0.45,34.5
"275","14-11-2020 21:00",60.5,101.5,2,51.475,23.5,45.25,0.48,33.05
"276","14-11-2020 22:00",75.5,143.5,2,51,19.25,40.75,0.47,34.85
"277","14-11-2020 23:00",72,111,2,52.205,20.5,45,0.51,32.45
"278","15-11-2020 00:00",71.5,109.5,1.5,52.67,22.75,50,0.48,32.07
"279","15-11-2020 01:00",56,93.5,2,49.735,23,47.5,0.45,31.3
"280","15-11-2020 02:00",49.5,86,2.5,51.765,17,49.5,0.42,31.55
"281","15-11-2020 03:00",50,85,2,50.545,17.5,52.75,0.42,29.8
"282","15-11-2020 04:00",54,89,2,47.35,22.75,60.25,0.53,36.35
"283","15-11-2020 05:00",55.5,89,2,46.465,34.75,69.25,0.64,41.02
"284","15-11-2020 06:00",56.5,90,2,49.855,39.25,82.75,0.85,52.78
"285","15-11-2020 07:00",60.5,93.5,2,48.52,47,100.75,0.84,52.75
"286","15-11-2020 08:00",58,91,2,45.12,43.5,82.25,0.49,35.95
"287","15-11-2020 09:00",53.5,88,2,47.715,23,46,0.36,30.32
"288","15-11-2020 10:00",48.5,85.5,2,46.46,18.75,43.5,0.31,27.73
"289","15-11-2020 11:00",46.5,83.5,2,47.885,14.5,43.25,0.44,28.8
"290","15-11-2020 12:00",26.5,49.5,2,37.325,13.25,35.75,0.37,26.02
"291","15-11-2020 13:00",21.5,40.5,2,42.25,15.5,31,0.37,26.98
"292","15-11-2020 14:00",20.5,36.5,2,36.7,21,35.75,0.36,26.5
"293","15-11-2020 15:00",17,33,1,36.13,22.5,33.25,0.23,26.18
"294","15-11-2020 16:00",16,30,2,36.65,19.75,37,0.25,27.05
"295","15-11-2020 17:00",18,35,1.5,43.05,25,38.5,0.26,27.48
"296","15-11-2020 18:00",22,43.5,2,45.955,24.25,44,0.35,30.6
"297","15-11-2020 19:00",27.5,53.5,1.5,47.855,22.5,49.25,0.5,28.2
"298","15-11-2020 20:00",42,78,1.5,51.185,23.75,53.25,0.49,27.48
"299","15-11-2020 21:00",61.5,101.5,2,50.045,22.25,46.25,0.54,28
"300","15-11-2020 22:00",59,97.5,2,49.975,19.75,51.75,0.47,30.7
"301","15-11-2020 23:00",46.5,83,2,49.45,20.5,56,0.36,27.73
"302","16-11-2020 00:00",44.5,79.5,1.5,47.8,24.25,52,0.34,31.47
"303","16-11-2020 01:00",46,80,2,49.755,21.5,51.25,0.31,30.02
"304","16-11-2020 02:00",40.5,68.5,2,48.95,21.75,58.5,0.35,31.07
"305","16-11-2020 03:00",32,55,2,49.175,27.25,61.5,0.5,32.95
"306","16-11-2020 04:00",37,61.5,2,50.52,29.75,68.75,0.64,40.67
"307","16-11-2020 05:00",49,80.5,2,50.09,37,88,0.77,47.8
"308","16-11-2020 06:00",55,87,2,49.4,45.75,123.75,1.11,61.95
"309","16-11-2020 07:00",63.5,96,2,49,55.5,135.25,1.12,65.22
"310","16-11-2020 08:00",65,98,2,49.56,61.75,135.5,0.95,55.92
"311","16-11-2020 09:00",50,83.5,2,49.8,67,107.25,0.95,54.58
"312","16-11-2020 10:00",51.5,86,2,47.91,63.75,106,0.81,51.33
"313","16-11-2020 11:00",51.5,84.5,2,44.4,52.5,99,0.78,52.43
"314","16-11-2020 12:00",46,78,2,40.955,49.5,99,0.77,53.6
"315","16-11-2020 13:00",43,73,2,38.615,55.25,106.5,0.67,48.8
"316","16-11-2020 14:00",38,66,2,39.725,54.75,95.75,0.52,41.1
"317","16-11-2020 15:00",42.5,73.5,1,38.89,39.5,75.5,0.47,42.45
"318","16-11-2020 16:00",46.5,80.5,1.5,40.405,33.25,72.5,0.42,37.28
"319","16-11-2020 17:00",36,66,2,42.57,38.25,75.75,0.47,41.02
"320","16-11-2020 18:00",47.5,81.5,1.5,43.955,40.25,74.25,0.5,41.52
"321","16-11-2020 19:00",54.5,92,2,46.715,35.75,85.25,0.51,36.67
"322","16-11-2020 20:00",54,93.5,2,49,39.25,97,0.48,34.83
"323","16-11-2020 21:00",59.5,98,2,50.21,38.25,88.25,0.46,33.35
"324","16-11-2020 22:00",62.5,98.5,2,49.205,25.25,68.25,0.42,32.85
"325","16-11-2020 23:00",60.5,96.5,2,48.82,28,58.5,0.2,27.95
"326","17-11-2020 00:00",62,97.5,2,49.085,23.5,53.75,0.17,30.32
"327","17-11-2020 01:00",59,94,2,48.765,19.25,52.75,0.12,28.75
"328","17-11-2020 02:00",58.5,93,2,48.34,21,51,0.15,27.1
"329","17-11-2020 03:00",62,96,2,49.725,22.75,50.25,0.25,25.58
"330","17-11-2020 04:00",66,98.5,2,49.13,23,58.5,0.33,28.57
"331","17-11-2020 05:00",71,103.5,2.5,47.235,34.5,65.25,0.49,33.58
"332","17-11-2020 06:00",77,111.5,2,45.77,46,87.75,0.66,41.58
"333","17-11-2020 07:00",84,118,2,45.355,84.5,146,0.84,50.65
"334","17-11-2020 08:00",84,118,2,48.05,80.25,177.5,0.89,51.03
"335","17-11-2020 09:00",58.5,94,2,43.385,75.75,175.75,0.78,44.15
"336","17-11-2020 10:00",52,88,2,38.72,87,181.75,0.71,42.42
"337","17-11-2020 11:00",49.5,84,2,39.77,85.75,163.75,0.48,35.33
"338","17-11-2020 12:00",43.5,76,1,36.225,77.25,123.25,0.4,31.5
"339","17-11-2020 13:00",38.5,66.5,1.5,30.055,61,99.25,0.41,29.9
