,created_at,air_pm25,air_pm10,cpcb_pm25,cpcb_pm10
330,2020-11-05 21:15:00,52.0,97.0,69.0,176.0
331,2020-11-05 21:30:00,54.0,104.0,69.0,176.0
332,2020-11-05 22:00:00,56.0,110.0,68.0,156.0
333,2020-11-05 22:15:00,54.0,102.0,68.0,156.0
334,2020-11-05 22:30:00,53.0,101.0,68.0,156.0
335,2020-11-05 22:45:00,54.0,104.0,61.0,145.0
336,2020-11-05 23:00:00,57.0,108.0,61.0,145.0
337,2020-11-05 23:45:00,56.0,101.0,67.0,149.0
338,2020-11-06 00:00:00,56.0,105.0,67.0,149.0
339,2020-11-06 00:30:00,55.0,100.0,67.0,149.0
340,2020-11-06 00:45:00,56.0,105.0,66.0,143.0
341,2020-11-06 01:15:00,57.0,106.0,66.0,143.0
342,2020-11-06 01:45:00,58.0,107.0,65.0,133.0
343,2020-11-06 02:00:00,60.0,104.0,65.0,133.0
344,2020-11-06 02:15:00,64.0,112.0,65.0,133.0
345,2020-11-06 02:30:00,62.0,110.0,65.0,133.0
346,2020-11-06 02:45:00,59.0,103.0,61.0,127.0
347,2020-11-06 03:00:00,58.0,101.0,61.0,127.0
348,2020-11-06 03:15:00,57.0,101.0,61.0,127.0
349,2020-11-06 03:30:00,56.0,101.0,61.0,127.0
350,2020-11-06 03:45:00,56.0,107.0,58.0,128.0
351,2020-11-06 04:00:00,58.0,110.0,58.0,128.0
352,2020-11-06 04:15:00,64.0,110.0,58.0,128.0
353,2020-11-06 04:30:00,57.0,104.0,58.0,128.0
354,2020-11-06 04:45:00,52.0,95.0,61.0,122.0
355,2020-11-06 05:00:00,52.0,95.0,61.0,122.0
356,2020-11-06 05:15:00,53.0,102.0,61.0,122.0
357,2020-11-06 05:30:00,52.0,96.0,61.0,122.0
358,2020-11-06 05:45:00,51.0,96.0,54.0,120.0
359,2020-11-06 06:00:00,52.0,94.0,54.0,120.0
360,2020-11-06 06:30:00,53.0,97.0,54.0,120.0
361,2020-11-06 06:45:00,54.0,107.0,54.0,115.0
362,2020-11-06 07:00:00,54.0,97.0,54.0,115.0
363,2020-11-06 07:30:00,58.0,108.0,54.0,115.0
364,2020-11-06 08:00:00,55.0,107.0,60.0,139.0
365,2020-11-06 08:15:00,53.0,104.0,60.0,139.0
366,2020-11-06 08:30:00,51.0,100.0,60.0,139.0
367,2020-11-06 09:00:00,50.0,99.0,60.0,159.0
368,2020-11-06 09:15:00,50.0,99.0,60.0,159.0
369,2020-11-06 09:30:00,54.0,127.0,60.0,159.0
370,2020-11-06 09:45:00,54.0,101.0,59.0,153.0
371,2020-11-06 10:00:00,57.0,101.0,59.0,153.0
372,2020-11-06 10:15:00,57.0,107.0,59.0,153.0
373,2020-11-06 10:30:00,56.0,97.0,59.0,153.0
374,2020-11-06 10:45:00,57.0,99.0,60.0,139.0
375,2020-11-06 11:00:00,59.0,101.0,60.0,139.0
376,2020-11-06 11:30:00,64.0,106.0,60.0,139.0
377,2020-11-06 12:00:00,71.0,105.0,68.0,137.0
378,2020-11-06 12:30:00,71.0,106.0,68.0,137.0
379,2020-11-06 12:45:00,70.0,104.0,69.0,137.0
380,2020-11-06 13:00:00,73.0,107.0,69.0,137.0
381,2020-11-06 13:15:00,80.0,110.0,69.0,137.0
382,2020-11-06 13:30:00,80.0,112.0,69.0,137.0
383,2020-11-06 13:45:00,80.0,110.0,65.0,128.0
384,2020-11-06 14:00:00,82.0,112.0,65.0,128.0
385,2020-11-06 14:15:00,81.0,110.0,65.0,128.0
386,2020-11-06 14:30:00,81.0,107.0,65.0,128.0
387,2020-11-06 14:45:00,79.0,105.0,72.0,126.0
388,2020-11-06 16:30:00,85.0,111.0,61.0,115.0
389,2020-11-06 16:45:00,84.0,113.0,68.0,123.0
390,2020-11-06 17:00:00,86.0,114.0,68.0,123.0
391,2020-11-06 17:30:00,91.0,118.0,68.0,123.0
392,2020-11-06 17:45:00,93.0,129.0,68.0,131.0
393,2020-11-06 18:15:00,97.0,129.0,68.0,131.0
394,2020-11-06 18:30:00,97.0,131.0,68.0,131.0
395,2020-11-06 18:45:00,97.0,131.0,86.0,162.0
396,2020-11-06 19:00:00,97.0,133.0,86.0,162.0
397,2020-11-06 19:30:00,97.0,135.0,86.0,162.0
398,2020-11-06 19:45:00,98.0,137.0,85.0,170.0
399,2020-11-06 20:00:00,97.0,136.0,85.0,170.0
400,2020-11-06 20:45:00,99.0,135.0,86.0,170.0
401,2020-11-06 21:00:00,103.0,141.0,86.0,170.0
402,2020-11-06 21:15:00,102.0,137.0,86.0,170.0
403,2020-11-06 21:30:00,103.0,139.0,86.0,170.0
404,2020-11-06 22:00:00,107.0,141.0,79.0,175.0
405,2020-11-06 22:15:00,106.0,144.0,79.0,175.0
406,2020-11-06 22:30:00,107.0,146.0,79.0,175.0
407,2020-11-06 23:15:00,110.0,150.0,72.0,163.0
408,2020-11-06 23:30:00,110.0,151.0,72.0,163.0
409,2020-11-06 23:45:00,111.0,153.0,77.0,162.0
410,2020-11-07 00:00:00,111.0,155.0,77.0,162.0
411,2020-11-07 00:15:00,115.0,156.0,77.0,162.0
412,2020-11-07 00:45:00,113.0,153.0,86.0,159.0
413,2020-11-07 01:00:00,112.0,153.0,86.0,159.0
414,2020-11-07 01:15:00,115.0,157.0,86.0,159.0
415,2020-11-07 01:30:00,116.0,159.0,86.0,159.0
416,2020-11-07 02:00:00,116.0,160.0,87.0,154.0
417,2020-11-07 02:45:00,113.0,147.0,72.0,149.0
418,2020-11-07 03:00:00,111.0,146.0,72.0,149.0
419,2020-11-07 03:15:00,107.0,138.0,72.0,149.0
420,2020-11-07 03:30:00,108.0,142.0,72.0,149.0
421,2020-11-07 03:45:00,106.0,137.0,85.0,144.0
422,2020-11-07 04:00:00,106.0,140.0,85.0,144.0
423,2020-11-07 04:15:00,106.0,143.0,85.0,144.0
424,2020-11-07 04:30:00,108.0,146.0,85.0,144.0
425,2020-11-07 05:00:00,104.0,137.0,79.0,144.0
426,2020-11-07 05:15:00,105.0,141.0,79.0,144.0
427,2020-11-07 05:30:00,105.0,141.0,79.0,144.0
428,2020-11-07 05:45:00,102.0,137.0,85.0,140.0
429,2020-11-07 06:00:00,100.0,134.0,85.0,140.0
430,2020-11-07 06:15:00,94.0,125.0,85.0,140.0
431,2020-11-07 06:30:00,91.0,126.0,85.0,140.0
432,2020-11-07 07:00:00,91.0,126.0,78.0,142.0
433,2020-11-07 07:15:00,92.0,125.0,78.0,142.0
434,2020-11-07 07:30:00,91.0,125.0,78.0,142.0
435,2020-11-07 07:45:00,88.0,125.0,79.0,145.0
436,2020-11-07 08:00:00,84.0,122.0,79.0,145.0
437,2020-11-07 08:15:00,79.0,116.0,79.0,145.0
438,2020-11-07 08:30:00,78.0,120.0,79.0,145.0
439,2020-11-07 08:45:00,80.0,119.0,80.0,161.0
440,2020-11-07 09:00:00,77.0,116.0,80.0,161.0
441,2020-11-07 09:15:00,78.0,118.0,80.0,161.0
442,2020-11-07 09:30:00,73.0,114.0,80.0,161.0
443,2020-11-07 09:45:00,75.0,117.0,75.0,165.0
444,2020-11-07 10:00:00,77.0,120.0,75.0,165.0
