,created_at,pm25,pm10,rh,temp
897,2020-11-10 14:15:00,47.9,53.1,25.78,32.85
898,2020-11-10 14:30:00,45.5,50.3,26.2,32.23
899,2020-11-10 14:45:00,45.1,49.8,25.02,32.5
900,2020-11-10 15:00:00,44.3,49.0,24.89,32.88
901,2020-11-10 15:15:00,47.6,52.8,25.05,33.4
902,2020-11-10 15:30:00,45.4,50.1,25.5,32.61
903,2020-11-10 15:45:00,44.9,49.5,24.95,32.23
904,2020-11-10 16:00:00,47.0,52.0,25.57,32.43
905,2020-11-10 16:15:00,47.1,52.2,26.75,32.47
906,2020-11-10 16:30:00,45.1,49.9,25.42,32.02
907,2020-11-10 16:45:00,45.7,51.5,26.34,32.01
908,2020-11-10 17:00:00,46.3,51.6,27.2,31.61
909,2020-11-10 17:15:00,45.8,51.1,32.99,30.74
910,2020-11-10 17:30:00,45.5,51.0,33.57,29.91
911,2020-11-10 17:45:00,47.7,53.4,35.1,29.3
912,2020-11-10 18:00:00,50.4,56.5,35.26,28.68
913,2020-11-10 18:15:00,52.0,58.4,36.53,28.34
914,2020-11-10 18:30:00,55.5,63.6,35.03,28.12
915,2020-11-10 18:45:00,58.7,68.7,34.93,27.72
916,2020-11-10 19:00:00,63.5,71.3,35.4,27.42
917,2020-11-10 19:15:00,68.9,77.1,35.61,27.32
918,2020-11-10 19:30:00,72.3,81.1,36.69,27.12
919,2020-11-10 19:45:00,70.2,78.9,37.53,26.89
920,2020-11-10 20:00:00,70.4,78.7,37.38,26.76
921,2020-11-10 20:15:00,71.7,80.3,37.81,26.49
922,2020-11-10 20:30:00,71.4,80.0,37.46,26.61
923,2020-11-10 20:45:00,66.8,74.4,36.91,26.49
924,2020-11-10 21:00:00,68.2,76.2,37.26,26.25
925,2020-11-10 21:15:00,65.6,73.5,37.23,26.17
926,2020-11-10 21:30:00,64.1,71.4,37.27,26.13
927,2020-11-10 21:45:00,68.2,76.6,37.77,25.98
928,2020-11-10 22:00:00,66.8,75.0,38.46,25.75
929,2020-11-10 22:15:00,63.2,70.8,39.31,25.82
930,2020-11-10 22:30:00,68.2,76.3,39.47,25.45
931,2020-11-10 22:45:00,73.7,82.6,39.85,25.22
932,2020-11-10 23:00:00,74.2,83.2,39.43,25.17
933,2020-11-10 23:15:00,72.7,81.5,39.69,25.09
934,2020-11-10 23:30:00,69.3,77.6,40.5,24.91
935,2020-11-10 23:45:00,70.1,78.5,40.51,24.76
936,2020-11-11 00:00:00,71.9,80.3,41.1,24.45
937,2020-11-11 00:15:00,72.5,81.2,40.86,24.47
938,2020-11-11 00:30:00,71.3,80.0,40.96,24.5
939,2020-11-11 00:45:00,68.6,76.8,42.38,24.64
940,2020-11-11 01:00:00,65.8,73.7,43.92,24.35
941,2020-11-11 01:15:00,74.6,83.6,43.03,24.09
942,2020-11-11 01:30:00,76.5,85.4,43.13,24.17
943,2020-11-11 01:45:00,76.8,86.0,44.73,23.98
944,2020-11-11 02:00:00,76.9,88.0,44.53,24.03
945,2020-11-11 02:15:00,74.8,83.8,46.09,23.98
946,2020-11-11 02:30:00,77.0,86.3,46.66,23.8
947,2020-11-11 02:45:00,75.5,84.4,46.57,23.69
948,2020-11-11 03:00:00,78.1,87.4,46.74,23.51
949,2020-11-11 03:15:00,78.1,87.0,48.35,23.5
950,2020-11-11 03:30:00,83.4,93.5,48.3,23.2
951,2020-11-11 03:45:00,84.7,95.4,48.83,23.03
952,2020-11-11 04:00:00,86.5,96.9,49.79,22.88
953,2020-11-11 04:15:00,87.0,97.2,50.23,22.68
954,2020-11-11 04:30:00,87.0,97.7,50.79,22.54
955,2020-11-11 04:45:00,87.0,97.0,51.25,22.51
956,2020-11-11 05:30:00,87.5,98.3,50.82,22.19
957,2020-11-11 05:45:00,86.5,97.2,51.4,22.17
958,2020-11-11 06:00:00,92.7,103.7,51.4,21.92
959,2020-11-11 06:15:00,86.2,96.4,51.22,22.04
960,2020-11-11 06:30:00,91.3,102.1,51.11,21.93
961,2020-11-11 06:45:00,82.2,93.4,50.91,22.02
962,2020-11-11 07:00:00,86.7,96.5,51.77,22.23
963,2020-11-11 07:15:00,83.2,92.8,51.79,22.76
964,2020-11-11 07:30:00,91.0,102.3,51.93,23.31
965,2020-11-11 07:45:00,94.1,107.6,48.24,23.83
966,2020-11-11 08:00:00,100.3,113.4,47.48,24.57
967,2020-11-11 08:15:00,103.9,119.1,45.2,25.23
968,2020-11-11 08:30:00,93.0,113.7,43.97,25.78
969,2020-11-11 08:45:00,72.9,81.8,42.18,26.13
970,2020-11-11 09:00:00,66.1,75.1,41.25,26.82
971,2020-11-11 09:15:00,61.5,68.9,41.13,27.16
972,2020-11-11 09:30:00,45.1,50.3,40.43,27.47
973,2020-11-11 09:45:00,50.9,57.1,40.61,27.88
974,2020-11-11 10:00:00,53.1,59.1,41.08,27.8
975,2020-11-11 10:15:00,52.7,59.1,41.13,28.55
976,2020-11-11 10:30:00,37.8,41.9,41.97,28.98
977,2020-11-11 10:45:00,36.6,40.8,41.2,29.36
978,2020-11-11 11:00:00,37.4,41.8,40.74,29.92
979,2020-11-11 11:15:00,31.0,34.3,40.72,30.1
980,2020-11-11 11:30:00,27.0,30.0,39.71,30.61
981,2020-11-11 11:45:00,27.7,30.8,39.66,30.84
982,2020-11-11 12:00:00,25.9,28.7,38.33,31.42
983,2020-11-11 12:15:00,27.7,30.9,39.06,31.58
984,2020-11-11 12:30:00,23.9,26.6,38.01,32.1
985,2020-11-11 12:45:00,24.9,27.4,37.28,32.76
986,2020-11-11 13:00:00,20.1,22.3,37.35,32.64
987,2020-11-11 13:15:00,20.2,22.6,36.38,33.4
988,2020-11-11 13:30:00,22.1,24.6,35.99,33.61
989,2020-11-11 13:45:00,19.7,21.8,35.28,33.88
990,2020-11-11 14:00:00,19.4,21.5,34.83,34.32
991,2020-11-11 14:15:00,21.1,23.3,34.96,34.75
992,2020-11-11 14:30:00,20.3,22.3,34.95,34.66
993,2020-11-11 14:45:00,19.4,21.4,35.11,35.15
994,2020-11-11 15:00:00,20.6,22.8,35.16,35.3
995,2020-11-11 15:15:00,19.4,21.3,35.7,35.29
996,2020-11-11 15:30:00,17.9,19.8,35.56,35.37
997,2020-11-11 15:45:00,19.1,21.0,36.18,35.28
998,2020-11-11 16:00:00,18.8,20.7,36.74,35.1
999,2020-11-11 16:15:00,18.2,20.2,36.12,34.89
1000,2020-11-11 16:30:00,17.8,19.7,37.95,34.62
1001,2020-11-11 16:45:00,17.2,19.0,38.97,34.06
1002,2020-11-11 17:00:00,16.6,18.5,39.92,33.27
1003,2020-11-11 17:15:00,17.9,19.9,41.09,32.44
1004,2020-11-11 17:45:00,19.1,21.3,44.74,31.48
1005,2020-11-11 18:00:00,17.9,23.7,46.6,30.77
1006,2020-11-11 18:15:00,18.5,21.7,47.64,30.27
1007,2020-11-11 18:30:00,20.8,28.1,48.5,29.94
1008,2020-11-11 18:45:00,23.5,32.7,49.36,29.63
1009,2020-11-11 19:00:00,26.0,29.2,49.89,29.48
1010,2020-11-11 19:15:00,26.6,29.9,50.52,29.29
1011,2020-11-11 19:30:00,26.6,30.9,51.22,29.18
1012,2020-11-11 19:45:00,27.2,30.3,51.25,29.29
1013,2020-11-11 20:00:00,26.0,30.2,51.61,29.06
1014,2020-11-11 20:15:00,25.1,28.7,51.82,28.78
1015,2020-11-11 20:30:00,25.5,28.3,51.94,28.73
1016,2020-11-11 20:45:00,26.7,30.3,51.99,28.78
1017,2020-11-11 21:00:00,25.6,32.0,52.31,28.78
1018,2020-11-11 21:15:00,22.7,28.7,52.59,28.44
1019,2020-11-11 21:30:00,24.5,27.7,52.91,28.34
1020,2020-11-11 21:45:00,28.4,33.1,52.65,28.14
1021,2020-11-11 22:00:00,30.4,37.0,52.44,28.05
1022,2020-11-11 22:15:00,27.5,34.6,52.07,27.88
1023,2020-11-11 22:30:00,24.5,27.4,51.86,27.97
1024,2020-11-11 22:45:00,22.2,27.5,51.59,27.79
1025,2020-11-11 23:00:00,21.7,25.5,51.37,27.64
1026,2020-11-11 23:15:00,22.5,25.4,51.59,27.55
1027,2020-11-11 23:30:00,25.3,31.4,51.77,27.54
1028,2020-11-11 23:45:00,24.9,29.2,52.85,27.49
1029,2020-11-12 00:00:00,24.5,28.0,53.38,27.69
1030,2020-11-12 00:15:00,24.2,27.9,53.88,27.3
1031,2020-11-12 00:30:00,26.4,34.2,52.8,27.39
1032,2020-11-12 00:45:00,27.3,30.7,52.65,27.61
1033,2020-11-12 01:00:00,26.5,34.2,52.91,27.84
1034,2020-11-12 01:15:00,27.9,31.3,52.3,27.78
1035,2020-11-12 01:30:00,29.5,33.3,52.44,27.6
1036,2020-11-12 01:45:00,28.7,33.5,52.97,27.56
1037,2020-11-12 02:00:00,27.9,31.3,53.64,27.52
1038,2020-11-12 02:15:00,29.1,32.5,53.88,27.3
1039,2020-11-12 02:30:00,27.3,30.6,54.14,27.17
1040,2020-11-12 02:45:00,26.9,30.0,55.36,26.92
1041,2020-11-12 03:00:00,27.1,30.1,55.97,26.82
1042,2020-11-12 03:15:00,27.6,31.7,57.2,26.56
1043,2020-11-12 03:30:00,24.4,27.1,59.06,26.49
1044,2020-11-12 03:45:00,21.9,24.3,60.86,26.49
1045,2020-11-12 04:00:00,20.6,22.9,61.79,26.49
1046,2020-11-12 04:15:00,18.4,20.4,63.16,26.49
1047,2020-11-12 04:30:00,17.5,19.5,63.46,26.49
1048,2020-11-12 04:45:00,16.7,18.7,64.07,26.65
1049,2020-11-12 05:00:00,16.6,18.4,64.22,26.72
1050,2020-11-12 05:15:00,16.1,17.9,63.84,26.92
1051,2020-11-12 05:30:00,17.3,20.2,63.5,26.99
1052,2020-11-12 06:15:00,35.7,39.5,64.01,26.86
1053,2020-11-12 06:30:00,40.1,44.4,64.46,26.87
1054,2020-11-12 06:45:00,39.7,43.8,64.14,27.29
1055,2020-11-12 07:00:00,31.3,34.5,63.22,27.79
1056,2020-11-12 07:15:00,19.3,21.4,63.25,27.89
1057,2020-11-12 07:30:00,12.5,13.8,62.88,28.25
1058,2020-11-12 07:45:00,12.3,14.8,62.35,28.28
1059,2020-11-12 08:00:00,14.0,17.4,61.66,28.72
1060,2020-11-12 08:15:00,13.9,16.1,60.64,29.21
1061,2020-11-12 08:30:00,9.2,10.3,60.64,29.28
1062,2020-11-12 08:45:00,9.4,10.5,60.26,29.41
1063,2020-11-12 09:00:00,10.4,12.4,63.53,28.74
1064,2020-11-12 09:15:00,12.6,14.8,66.04,28.57
1065,2020-11-12 09:30:00,13.1,14.6,61.91,30.16
1066,2020-11-12 09:45:00,14.8,16.3,60.44,30.5
1067,2020-11-12 10:00:00,11.8,13.0,59.3,30.94
1068,2020-11-12 10:15:00,11.2,12.7,58.77,31.0
1069,2020-11-12 10:30:00,8.0,9.9,57.09,31.2
1070,2020-11-12 10:45:00,7.6,8.5,57.18,31.1
1071,2020-11-12 11:00:00,8.2,11.3,54.49,32.1
1072,2020-11-12 11:15:00,7.2,8.4,52.73,33.2
1073,2020-11-12 11:30:00,5.3,6.3,52.17,32.86
1074,2020-11-12 11:45:00,7.7,10.1,52.71,32.78
1075,2020-11-12 12:15:00,7.6,10.3,54.7,31.56
1076,2020-11-12 12:30:00,8.1,12.7,55.2,31.46
1077,2020-11-12 12:45:00,10.5,11.6,54.68,31.48
1078,2020-11-12 13:00:00,9.2,13.4,54.17,32.07
1079,2020-11-12 13:15:00,9.2,10.9,53.04,32.58
1080,2020-11-12 13:30:00,8.5,11.3,53.66,32.16
1081,2020-11-12 13:45:00,8.4,9.3,52.7,33.09
1082,2020-11-12 14:00:00,4.7,6.1,51.6,33.11
1083,2020-11-12 14:15:00,4.5,5.7,50.92,33.06
1084,2020-11-12 14:30:00,5.7,8.0,49.24,34.14
1085,2020-11-12 14:45:00,6.3,7.7,48.7,34.32
1086,2020-11-12 15:00:00,5.9,7.5,48.63,34.05
1087,2020-11-12 15:15:00,5.5,6.7,48.6,34.14
1088,2020-11-12 15:30:00,6.0,8.3,49.54,33.53
1089,2020-11-12 15:45:00,6.1,8.0,50.42,32.92
1090,2020-11-12 16:00:00,6.0,7.0,50.18,33.04
1091,2020-11-12 16:15:00,7.5,8.4,51.45,32.68
1092,2020-11-12 16:30:00,7.8,9.7,52.9,32.04
1093,2020-11-12 16:45:00,8.3,10.3,53.61,31.61
1094,2020-11-12 17:00:00,7.8,9.6,53.59,31.52
1095,2020-11-12 17:15:00,9.6,10.7,55.0,31.11
1096,2020-11-12 17:30:00,11.1,13.8,55.59,30.98
1097,2020-11-12 17:45:00,14.9,20.4,55.68,30.98
1098,2020-11-12 18:30:00,16.0,17.8,58.48,30.1
1099,2020-11-12 18:45:00,16.4,19.2,58.38,30.13
1100,2020-11-12 19:00:00,18.3,21.6,59.44,29.72
1101,2020-11-12 19:15:00,20.2,22.6,59.85,29.71
1102,2020-11-12 19:30:00,22.1,25.4,59.96,29.8
1103,2020-11-12 19:45:00,22.2,24.8,59.82,29.94
1104,2020-11-12 20:00:00,28.3,31.7,60.73,29.63
1105,2020-11-12 20:15:00,25.0,27.8,61.11,29.58
1106,2020-11-12 20:30:00,24.4,27.3,60.5,29.9
1107,2020-11-12 20:45:00,19.8,22.0,61.61,29.57
1108,2020-11-12 21:00:00,13.7,15.3,62.37,29.31
1109,2020-11-12 21:15:00,12.0,13.3,62.28,29.38
1110,2020-11-12 21:30:00,0.0,0.0,-6.0,-46.85
1111,2020-11-12 21:45:00,11.4,12.9,63.92,29.13
1112,2020-11-12 22:00:00,10.7,11.9,64.5,28.73
1113,2020-11-12 22:15:00,10.8,12.2,65.37,28.39
1114,2020-11-12 22:30:00,10.7,11.9,65.46,28.4
1115,2020-11-12 22:45:00,10.4,11.6,65.66,28.34
1116,2020-11-12 23:00:00,10.7,11.9,66.85,28.01
1117,2020-11-12 23:15:00,10.4,11.6,67.41,27.8
1118,2020-11-12 23:30:00,11.0,12.5,67.25,27.89
1119,2020-11-12 23:45:00,10.6,11.8,67.21,27.68
1120,2020-11-13 00:00:00,10.9,12.2,67.22,27.75
1121,2020-11-13 00:15:00,10.2,11.3,66.53,27.68
1122,2020-11-13 00:30:00,9.6,10.7,66.36,27.6
1123,2020-11-13 00:45:00,9.5,10.5,66.25,27.66
1124,2020-11-13 01:00:00,9.7,10.8,65.91,27.75
1125,2020-11-13 01:15:00,7.8,8.6,66.3,27.49
1126,2020-11-13 01:30:00,7.5,8.3,65.93,27.65
1127,2020-11-13 01:45:00,7.9,8.8,65.82,27.59
1128,2020-11-13 02:00:00,8.3,9.2,65.96,27.53
1129,2020-11-13 02:15:00,9.6,10.7,65.59,27.73
1130,2020-11-13 02:30:00,10.4,11.5,65.38,27.8
1131,2020-11-13 02:45:00,11.6,12.7,66.24,27.34
1132,2020-11-13 03:00:00,12.4,13.6,66.59,27.2
1133,2020-11-13 03:15:00,11.9,13.1,66.68,27.22
1134,2020-11-13 03:30:00,11.9,13.2,66.14,27.42
1135,2020-11-13 03:45:00,12.5,14.0,66.98,27.1
1136,2020-11-13 04:00:00,11.4,12.6,67.51,26.89
1137,2020-11-13 04:15:00,10.8,12.0,67.13,26.93
1138,2020-11-13 04:30:00,10.5,11.6,66.85,26.96
1139,2020-11-13 04:45:00,10.7,11.9,67.74,26.67
1140,2020-11-13 05:00:00,11.5,12.7,67.51,26.84
1141,2020-11-13 05:15:00,12.6,14.0,67.81,26.78
1142,2020-11-13 05:30:00,13.0,14.3,67.99,26.71
1143,2020-11-13 05:45:00,14.0,15.6,68.91,26.49
1144,2020-11-13 06:00:00,14.8,16.2,69.13,26.49
1145,2020-11-13 06:15:00,14.9,16.5,69.32,26.49
1146,2020-11-13 06:45:00,14.1,15.7,68.02,26.8
1147,2020-11-13 07:00:00,13.1,14.5,67.24,27.07
1148,2020-11-13 07:15:00,13.8,16.1,67.05,27.15
1149,2020-11-13 07:30:00,14.9,16.6,65.82,27.6
1150,2020-11-13 07:45:00,14.8,16.4,65.24,27.89
1151,2020-11-13 08:00:00,13.4,15.0,64.69,27.89
1152,2020-11-13 08:15:00,14.5,17.3,63.67,28.33
1153,2020-11-13 08:30:00,12.7,14.4,61.86,28.73
1154,2020-11-13 08:45:00,12.2,13.6,60.75,28.88
1155,2020-11-13 09:00:00,10.8,12.1,58.77,29.78
1156,2020-11-13 09:15:00,12.1,13.5,58.47,29.68
1157,2020-11-13 09:30:00,10.7,11.9,57.24,30.17
1158,2020-11-13 09:45:00,9.8,10.9,55.59,30.84
1159,2020-11-13 10:00:00,10.5,13.0,53.96,31.65
1160,2020-11-13 10:15:00,8.7,9.7,52.63,31.95
1161,2020-11-13 10:30:00,16.6,19.6,50.76,32.97
1162,2020-11-13 10:45:00,10.1,11.6,50.23,32.75
1163,2020-11-13 11:00:00,10.8,12.5,50.48,33.02
1164,2020-11-13 11:15:00,11.6,13.0,48.66,33.53
1165,2020-11-13 11:30:00,10.5,11.7,47.12,34.33
1166,2020-11-13 11:45:00,9.8,10.8,46.64,34.53
1167,2020-11-13 12:00:00,7.9,9.6,46.24,34.32
1168,2020-11-13 12:15:00,8.6,9.6,45.37,35.12
1169,2020-11-13 12:30:00,9.1,10.4,45.37,34.61
1170,2020-11-13 12:45:00,10.5,12.8,45.08,34.89
1171,2020-11-13 13:00:00,8.3,9.3,45.25,34.89
1172,2020-11-13 13:15:00,9.0,10.0,42.41,36.04
1173,2020-11-13 13:30:00,8.7,10.9,41.31,36.61
1174,2020-11-13 13:45:00,7.5,9.2,39.86,37.5
1175,2020-11-13 14:00:00,8.1,9.1,40.65,37.34
1176,2020-11-13 14:15:00,7.1,8.5,42.15,35.86
1177,2020-11-13 14:30:00,10.4,13.1,43.34,35.06
1178,2020-11-13 14:45:00,9.3,11.1,43.32,35.31
1179,2020-11-13 15:00:00,8.5,9.5,42.46,35.31
1180,2020-11-13 15:15:00,9.4,11.9,43.6,34.67
1181,2020-11-13 15:30:00,9.5,11.9,43.48,34.77
1182,2020-11-13 15:45:00,9.8,12.4,44.02,34.49
1183,2020-11-13 16:00:00,15.6,19.5,44.97,33.88
1184,2020-11-13 16:15:00,15.8,21.2,46.71,33.78
1185,2020-11-13 16:30:00,12.6,15.6,46.51,33.68
1186,2020-11-13 16:45:00,17.0,23.4,46.52,33.59
1187,2020-11-13 17:00:00,15.6,20.6,47.71,33.53
1188,2020-11-13 17:15:00,13.7,19.0,49.35,33.2
1189,2020-11-13 17:30:00,13.9,17.3,51.91,32.79
1190,2020-11-13 17:45:00,15.9,19.8,52.33,32.64
1191,2020-11-13 18:00:00,23.1,29.5,53.1,32.32
1192,2020-11-13 18:15:00,19.8,26.0,52.45,32.08
1193,2020-11-13 18:30:00,17.1,25.1,51.81,31.44
1194,2020-11-13 19:00:00,19.0,30.1,54.32,31.64
1195,2020-11-13 19:15:00,17.8,26.5,54.05,31.68
1196,2020-11-13 19:30:00,18.6,23.6,54.59,31.43
1197,2020-11-13 19:45:00,20.4,24.0,54.82,31.31
1198,2020-11-13 20:00:00,22.7,28.5,55.47,31.12
1199,2020-11-13 20:15:00,22.9,30.3,55.2,31.09
1200,2020-11-13 20:30:00,22.8,33.8,55.59,30.92
1201,2020-11-13 20:45:00,22.8,26.4,54.94,30.74
1202,2020-11-13 21:00:00,23.2,25.9,55.18,30.57
1203,2020-11-13 21:15:00,24.2,27.1,56.09,30.22
1204,2020-11-13 21:30:00,27.3,32.6,57.06,29.8
1205,2020-11-13 21:45:00,28.7,33.4,57.59,29.54
1206,2020-11-13 22:00:00,27.6,30.8,57.59,29.58
1207,2020-11-13 22:15:00,28.9,32.3,58.0,29.52
1208,2020-11-13 22:30:00,30.3,34.3,58.32,29.3
1209,2020-11-13 22:45:00,28.7,31.9,58.96,29.07
1210,2020-11-13 23:00:00,28.3,31.4,59.11,29.04
1211,2020-11-13 23:15:00,26.6,29.7,59.4,28.89
1212,2020-11-13 23:30:00,25.6,28.6,59.61,28.78
1213,2020-11-13 23:45:00,25.4,28.3,59.96,28.6
1214,2020-11-14 00:00:00,25.2,28.1,60.05,28.53
1215,2020-11-14 00:15:00,24.5,27.4,60.54,28.34
1216,2020-11-14 00:30:00,24.8,27.8,60.63,28.21
1217,2020-11-14 00:45:00,25.3,29.2,61.18,28.12
1218,2020-11-14 01:15:00,30.0,33.5,61.79,27.83
1219,2020-11-14 01:30:00,30.8,34.3,62.43,27.57
1220,2020-11-14 01:45:00,33.1,38.5,62.57,27.54
1221,2020-11-14 02:00:00,33.8,37.9,62.86,27.42
1222,2020-11-14 02:15:00,35.5,39.8,63.06,27.29
1223,2020-11-14 02:30:00,34.1,38.6,63.33,27.25
1224,2020-11-14 02:45:00,31.2,34.9,63.5,27.21
1225,2020-11-14 03:00:00,29.3,32.7,63.33,27.28
1226,2020-11-14 03:15:00,26.1,29.1,63.24,27.25
1227,2020-11-14 03:30:00,24.1,26.8,63.79,27.07
1228,2020-11-14 03:45:00,23.1,25.7,63.79,26.98
1229,2020-11-14 04:00:00,20.9,23.4,63.9,26.86
1230,2020-11-14 04:15:00,20.6,23.1,63.84,26.83
1231,2020-11-14 04:30:00,19.6,23.0,63.66,26.78
1232,2020-11-14 04:45:00,18.7,21.0,63.63,26.71
1233,2020-11-14 05:00:00,19.0,21.9,63.72,26.64
1234,2020-11-14 05:15:00,18.4,21.3,63.31,26.67
1235,2020-11-14 05:30:00,18.7,21.0,63.49,26.56
1236,2020-11-14 05:45:00,18.9,21.2,63.54,26.49
1237,2020-11-14 06:00:00,19.6,21.9,63.69,26.49
1238,2020-11-14 06:15:00,19.8,22.1,63.92,26.31
1239,2020-11-14 06:30:00,20.1,23.2,64.12,26.21
1240,2020-11-14 06:45:00,20.2,22.7,63.08,26.49
1241,2020-11-14 07:15:00,19.3,21.5,62.04,27.05
1242,2020-11-14 07:30:00,18.7,20.9,60.06,27.68
1243,2020-11-14 07:45:00,19.5,23.1,59.57,27.89
1244,2020-11-14 08:00:00,17.9,20.0,58.64,28.3
1245,2020-11-14 08:15:00,18.0,20.0,56.94,28.6
1246,2020-11-14 08:30:00,20.2,25.0,56.1,28.89
1247,2020-11-14 08:45:00,21.7,24.2,55.51,28.98
1248,2020-11-14 09:00:00,19.7,22.0,54.04,29.3
1249,2020-11-14 09:15:00,18.5,20.6,53.21,29.71
1250,2020-11-14 09:30:00,18.7,21.3,52.86,30.22
1251,2020-11-14 09:45:00,16.7,18.6,51.66,30.69
1252,2020-11-14 10:00:00,12.9,15.8,50.37,30.96
1253,2020-11-14 10:15:00,11.9,13.3,49.99,31.14
1254,2020-11-14 10:30:00,11.0,12.4,50.23,31.11
1255,2020-11-14 10:45:00,11.9,15.1,49.32,31.81
1256,2020-11-14 11:00:00,11.8,14.0,47.95,32.14
1257,2020-11-14 11:15:00,10.2,11.4,46.14,32.56
1258,2020-11-14 11:30:00,9.0,10.4,45.74,32.78
1259,2020-11-14 11:45:00,10.1,11.6,45.22,33.22
1260,2020-11-14 12:00:00,9.7,10.8,44.45,33.59
1261,2020-11-14 12:15:00,10.2,12.8,43.69,33.67
1262,2020-11-14 12:30:00,8.4,9.4,42.74,34.1
1263,2020-11-14 12:45:00,9.4,10.6,41.88,34.32
1264,2020-11-14 13:00:00,7.4,8.9,40.71,34.9
1265,2020-11-14 13:15:00,9.5,10.6,40.52,35.25
1266,2020-11-14 13:30:00,9.2,11.6,41.04,35.2
1267,2020-11-14 13:45:00,8.1,9.5,39.75,35.5
1268,2020-11-14 14:00:00,8.1,9.0,39.49,35.72
1269,2020-11-14 14:15:00,7.3,8.6,39.08,35.3
1270,2020-11-14 14:30:00,7.9,8.8,38.97,35.81
1271,2020-11-14 14:45:00,7.4,8.2,38.01,36.33
1272,2020-11-14 15:00:00,7.9,8.8,38.69,36.09
1273,2020-11-14 15:15:00,6.2,7.4,37.94,36.28
1274,2020-11-14 15:30:00,7.3,8.0,37.4,36.74
1275,2020-11-14 15:45:00,6.2,6.9,37.95,36.28
1276,2020-11-14 16:00:00,6.7,9.4,38.31,36.33
1277,2020-11-14 16:15:00,7.1,9.0,38.33,36.25
1278,2020-11-14 16:30:00,6.9,7.9,39.23,35.71
1279,2020-11-14 16:45:00,7.4,9.7,40.84,34.7
1280,2020-11-14 17:00:00,6.7,7.8,42.39,34.31
1281,2020-11-14 17:15:00,7.4,10.1,43.46,33.62
1282,2020-11-14 17:30:00,8.7,9.7,45.45,33.17
1283,2020-11-14 17:45:00,8.9,10.2,46.62,32.39
1284,2020-11-14 18:00:00,9.4,10.7,47.45,32.08
1285,2020-11-14 18:15:00,10.0,11.7,47.84,31.65
1286,2020-11-14 18:30:00,10.9,12.4,48.36,31.5
1287,2020-11-14 18:45:00,12.5,15.1,49.66,31.14
1288,2020-11-14 19:00:00,15.3,17.9,50.11,30.77
1289,2020-11-14 19:15:00,16.6,18.6,50.45,30.81
1290,2020-11-14 19:45:00,23.7,26.5,52.17,30.55
1291,2020-11-14 20:00:00,27.8,31.0,52.5,30.34
1292,2020-11-14 20:15:00,32.0,35.5,52.77,30.25
1293,2020-11-14 20:30:00,35.2,39.4,53.59,30.06
1294,2020-11-14 20:45:00,39.0,43.2,53.97,29.88
1295,2020-11-14 21:00:00,43.6,48.6,53.68,29.62
1296,2020-11-14 21:15:00,44.8,49.7,53.86,29.71
1297,2020-11-14 21:30:00,45.8,50.9,54.19,29.6
1298,2020-11-14 21:45:00,46.1,51.2,55.21,29.38
1299,2020-11-14 22:00:00,42.2,46.8,55.45,29.14
1300,2020-11-14 22:15:00,42.8,47.5,55.39,29.29
1301,2020-11-14 22:30:00,46.3,51.6,55.3,29.2
1302,2020-11-14 22:45:00,39.8,44.2,55.45,29.03
1303,2020-11-14 23:00:00,38.4,42.4,56.0,29.0
1304,2020-11-14 23:15:00,40.4,44.6,56.68,28.78
1305,2020-11-14 23:30:00,43.3,48.2,57.15,28.62
1306,2020-11-14 23:45:00,45.6,50.4,57.93,28.21
1307,2020-11-15 00:00:00,33.3,36.8,58.52,27.98
1308,2020-11-15 00:15:00,32.1,35.8,58.4,28.1
1309,2020-11-15 00:30:00,29.4,32.6,57.32,28.06
1310,2020-11-15 00:45:00,26.5,29.5,57.35,27.89
1311,2020-11-15 01:00:00,24.6,27.4,56.71,27.74
1312,2020-11-15 01:15:00,24.2,26.7,56.61,27.69
1313,2020-11-15 01:30:00,25.0,27.9,56.33,27.83
1314,2020-11-15 01:45:00,25.0,27.7,56.94,27.51
1315,2020-11-15 02:00:00,23.6,26.2,57.0,27.42
1316,2020-11-15 02:15:00,23.4,26.1,57.7,27.23
1317,2020-11-15 02:30:00,23.2,25.7,58.61,27.08
1318,2020-11-15 02:45:00,24.6,27.3,58.92,27.0
1319,2020-11-15 03:00:00,25.9,28.7,59.61,26.77
1320,2020-11-15 03:15:00,25.8,28.6,59.99,26.66
1321,2020-11-15 03:30:00,26.8,29.7,60.31,26.54
1322,2020-11-15 03:45:00,26.5,29.4,60.25,26.5
1323,2020-11-15 04:00:00,26.4,29.2,60.83,26.39
1324,2020-11-15 04:15:00,25.8,28.5,61.04,26.25
1325,2020-11-15 04:30:00,24.7,27.2,61.18,26.22
1326,2020-11-15 04:45:00,25.3,27.9,61.04,26.19
1327,2020-11-15 05:00:00,24.6,27.2,61.41,26.01
1328,2020-11-15 05:15:00,24.5,27.1,62.05,25.8
1329,2020-11-15 05:30:00,25.1,27.7,61.79,25.89
1330,2020-11-15 05:45:00,26.1,28.9,61.21,25.98
1331,2020-11-15 06:00:00,26.8,29.5,61.79,25.83
1332,2020-11-15 06:15:00,26.5,29.3,62.28,25.68
1333,2020-11-15 06:30:00,28.4,31.4,62.36,25.52
1334,2020-11-15 06:45:00,28.7,31.5,62.11,25.66
1335,2020-11-15 07:00:00,28.9,31.8,61.93,25.8
1336,2020-11-15 07:15:00,28.7,31.6,60.89,26.48
